period,respondent,respondent-name,fueltype,type-name,value,value-units
2023-03-15T19,NY,New York,WAT,Hydro,2661,megawatthours
2023-03-15T18,NY,New York,WAT,Hydro,3078,megawatthours
2023-03-15T17,NY,New York,WAT,Hydro,3306,megawatthours
2023-03-15T16,NY,New York,WAT,Hydro,3309,megawatthours
2023-03-15T15,NY,New York,WAT,Hydro,3323,megawatthours
2023-03-15T14,NY,New York,WAT,Hydro,3018,megawatthours
2023-03-15T13,NY,New York,WAT,Hydro,3190,megawatthours
2023-03-15T12,NY,New York,WAT,Hydro,3149,megawatthours
2023-03-15T11,NY,New York,WAT,Hydro,2924,megawatthours
2023-03-15T10,NY,New York,WAT,Hydro,3098,megawatthours
2023-03-15T09,NY,New York,WAT,Hydro,2958,megawatthours
2023-03-15T08,NY,New York,WAT,Hydro,2979,megawatthours
2023-03-15T07,NY,New York,WAT,Hydro,3076,megawatthours
2023-03-15T06,NY,New York,WAT,Hydro,3001,megawatthours
2023-03-15T05,NY,New York,WAT,Hydro,2696,megawatthours
2023-03-15T04,NY,New York,WAT,Hydro,2340,megawatthours
2023-03-15T03,NY,New York,WAT,Hydro,2521,megawatthours
2023-03-15T02,NY,New York,WAT,Hydro,3080,megawatthours
2023-03-15T01,NY,New York,WAT,Hydro,3370,megawatthours
2023-03-15T00,NY,New York,WAT,Hydro,3422,megawatthours
2023-03-14T23,NY,New York,WAT,Hydro,3203,megawatthours
2023-03-14T22,NY,New York,WAT,Hydro,3266,megawatthours
2023-03-14T21,NY,New York,WAT,Hydro,3034,megawatthours
2023-03-14T20,NY,New York,WAT,Hydro,3087,megawatthours
2023-03-14T19,NY,New York,WAT,Hydro,3381,megawatthours
2023-03-14T18,NY,New York,WAT,Hydro,3228,megawatthours
2023-03-14T17,NY,New York,WAT,Hydro,3228,megawatthours
2023-03-14T16,NY,New York,WAT,Hydro,3176,megawatthours
2023-03-14T15,NY,New York,WAT,Hydro,3341,megawatthours
2023-03-14T14,NY,New York,WAT,Hydro,3220,megawatthours
2023-03-14T13,NY,New York,WAT,Hydro,3256,megawatthours
2023-03-14T12,NY,New York,WAT,Hydro,3161,megawatthours
2023-03-14T11,NY,New York,WAT,Hydro,2712,megawatthours
2023-03-14T10,NY,New York,WAT,Hydro,2281,megawatthours
2023-03-14T09,NY,New York,WAT,Hydro,2225,megawatthours
2023-03-14T08,NY,New York,WAT,Hydro,2170,megawatthours
2023-03-14T07,NY,New York,WAT,Hydro,2259,megawatthours
2023-03-14T06,NY,New York,WAT,Hydro,2238,megawatthours
2023-03-14T05,NY,New York,WAT,Hydro,2321,megawatthours
2023-03-14T04,NY,New York,WAT,Hydro,2615,megawatthours
2023-03-14T03,NY,New York,WAT,Hydro,3114,megawatthours
2023-03-14T02,NY,New York,WAT,Hydro,3564,megawatthours
2023-03-14T01,NY,New York,WAT,Hydro,3792,megawatthours
2023-03-14T00,NY,New York,WAT,Hydro,3728,megawatthours
2023-03-13T23,NY,New York,WAT,Hydro,3771,megawatthours
2023-03-13T22,NY,New York,WAT,Hydro,3767,megawatthours
2023-03-13T21,NY,New York,WAT,Hydro,3614,megawatthours
2023-03-13T20,NY,New York,WAT,Hydro,3545,megawatthours
2023-03-13T19,NY,New York,WAT,Hydro,3583,megawatthours
2023-03-13T18,NY,New York,WAT,Hydro,3574,megawatthours
2023-03-13T17,NY,New York,WAT,Hydro,3566,megawatthours
2023-03-13T16,NY,New York,WAT,Hydro,3524,megawatthours
2023-03-13T15,NY,New York,WAT,Hydro,3532,megawatthours
2023-03-13T14,NY,New York,WAT,Hydro,3519,megawatthours
2023-03-13T13,NY,New York,WAT,Hydro,3523,megawatthours
2023-03-13T12,NY,New York,WAT,Hydro,3505,megawatthours
2023-03-13T11,NY,New York,WAT,Hydro,2890,megawatthours
2023-03-13T10,NY,New York,WAT,Hydro,2958,megawatthours
2023-03-13T09,NY,New York,WAT,Hydro,2937,megawatthours
2023-03-13T08,NY,New York,WAT,Hydro,2899,megawatthours
2023-03-13T07,NY,New York,WAT,Hydro,2885,megawatthours
2023-03-13T06,NY,New York,WAT,Hydro,2844,megawatthours
2023-03-13T05,NY,New York,WAT,Hydro,2859,megawatthours
2023-03-13T04,NY,New York,WAT,Hydro,2935,megawatthours
2023-03-13T03,NY,New York,WAT,Hydro,3367,megawatthours
2023-03-13T02,NY,New York,WAT,Hydro,3622,megawatthours
2023-03-13T01,NY,New York,WAT,Hydro,3567,megawatthours
2023-03-13T00,NY,New York,WAT,Hydro,3372,megawatthours
2023-03-12T23,NY,New York,WAT,Hydro,3008,megawatthours
2023-03-12T22,NY,New York,WAT,Hydro,3194,megawatthours
2023-03-12T21,NY,New York,WAT,Hydro,3280,megawatthours
2023-03-12T20,NY,New York,WAT,Hydro,3268,megawatthours
2023-03-12T19,NY,New York,WAT,Hydro,3338,megawatthours
2023-03-12T18,NY,New York,WAT,Hydro,3348,megawatthours
2023-03-12T17,NY,New York,WAT,Hydro,3348,megawatthours
2023-03-12T16,NY,New York,WAT,Hydro,3359,megawatthours
2023-03-12T15,NY,New York,WAT,Hydro,3392,megawatthours
2023-03-12T14,NY,New York,WAT,Hydro,3208,megawatthours
2023-03-12T13,NY,New York,WAT,Hydro,3136,megawatthours
2023-03-12T12,NY,New York,WAT,Hydro,2879,megawatthours
2023-03-12T11,NY,New York,WAT,Hydro,2677,megawatthours
2023-03-12T10,NY,New York,WAT,Hydro,2518,megawatthours
2023-03-12T09,NY,New York,WAT,Hydro,2389,megawatthours
2023-03-12T08,NY,New York,WAT,Hydro,2588,megawatthours
2023-03-12T07,NY,New York,WAT,Hydro,2420,megawatthours
2023-03-12T06,NY,New York,WAT,Hydro,2474,megawatthours
2023-03-12T05,NY,New York,WAT,Hydro,2855,megawatthours
2023-03-12T04,NY,New York,WAT,Hydro,2954,megawatthours
2023-03-12T03,NY,New York,WAT,Hydro,3341,megawatthours
2023-03-12T02,NY,New York,WAT,Hydro,3403,megawatthours
2023-03-12T01,NY,New York,WAT,Hydro,3351,megawatthours
2023-03-12T00,NY,New York,WAT,Hydro,3490,megawatthours
2023-03-11T23,NY,New York,WAT,Hydro,3502,megawatthours
2023-03-11T22,NY,New York,WAT,Hydro,3155,megawatthours
2023-03-11T21,NY,New York,WAT,Hydro,3252,megawatthours
2023-03-11T20,NY,New York,WAT,Hydro,3418,megawatthours
2023-03-11T19,NY,New York,WAT,Hydro,3492,megawatthours
2023-03-11T18,NY,New York,WAT,Hydro,3416,megawatthours
2023-03-11T17,NY,New York,WAT,Hydro,3269,megawatthours
2023-03-11T16,NY,New York,WAT,Hydro,3027,megawatthours
2023-03-11T15,NY,New York,WAT,Hydro,3014,megawatthours
2023-03-11T14,NY,New York,WAT,Hydro,3187,megawatthours
2023-03-11T13,NY,New York,WAT,Hydro,2974,megawatthours
2023-03-11T12,NY,New York,WAT,Hydro,2671,megawatthours
2023-03-11T11,NY,New York,WAT,Hydro,2461,megawatthours
2023-03-11T10,NY,New York,WAT,Hydro,2215,megawatthours
2023-03-11T09,NY,New York,WAT,Hydro,2356,megawatthours
2023-03-11T08,NY,New York,WAT,Hydro,2337,megawatthours
2023-03-11T07,NY,New York,WAT,Hydro,2410,megawatthours
2023-03-11T06,NY,New York,WAT,Hydro,2485,megawatthours
2023-03-11T05,NY,New York,WAT,Hydro,2851,megawatthours
2023-03-11T04,NY,New York,WAT,Hydro,2982,megawatthours
2023-03-11T03,NY,New York,WAT,Hydro,3372,megawatthours
2023-03-11T02,NY,New York,WAT,Hydro,3623,megawatthours
2023-03-11T01,NY,New York,WAT,Hydro,3828,megawatthours
2023-03-11T00,NY,New York,WAT,Hydro,3748,megawatthours
2023-03-10T23,NY,New York,WAT,Hydro,3701,megawatthours
2023-03-10T22,NY,New York,WAT,Hydro,3519,megawatthours
2023-03-10T21,NY,New York,WAT,Hydro,3314,megawatthours
2023-03-10T20,NY,New York,WAT,Hydro,3303,megawatthours
2023-03-10T19,NY,New York,WAT,Hydro,3376,megawatthours
2023-03-10T18,NY,New York,WAT,Hydro,3450,megawatthours
2023-03-10T17,NY,New York,WAT,Hydro,3494,megawatthours
2023-03-10T16,NY,New York,WAT,Hydro,3561,megawatthours
2023-03-10T15,NY,New York,WAT,Hydro,3500,megawatthours
2023-03-10T14,NY,New York,WAT,Hydro,3626,megawatthours
2023-03-10T13,NY,New York,WAT,Hydro,3629,megawatthours
2023-03-10T12,NY,New York,WAT,Hydro,3351,megawatthours
2023-03-10T11,NY,New York,WAT,Hydro,3156,megawatthours
2023-03-10T10,NY,New York,WAT,Hydro,2885,megawatthours
2023-03-10T09,NY,New York,WAT,Hydro,2642,megawatthours
2023-03-10T08,NY,New York,WAT,Hydro,2991,megawatthours
2023-03-10T07,NY,New York,WAT,Hydro,3075,megawatthours
2023-03-10T06,NY,New York,WAT,Hydro,3005,megawatthours
2023-03-10T05,NY,New York,WAT,Hydro,3184,megawatthours
2023-03-10T04,NY,New York,WAT,Hydro,3323,megawatthours
2023-03-10T03,NY,New York,WAT,Hydro,3389,megawatthours
2023-03-10T02,NY,New York,WAT,Hydro,3720,megawatthours
2023-03-10T01,NY,New York,WAT,Hydro,3821,megawatthours
2023-03-10T00,NY,New York,WAT,Hydro,3816,megawatthours
2023-03-09T23,NY,New York,WAT,Hydro,3740,megawatthours
2023-03-09T22,NY,New York,WAT,Hydro,3609,megawatthours
2023-03-09T21,NY,New York,WAT,Hydro,3393,megawatthours
2023-03-09T20,NY,New York,WAT,Hydro,3077,megawatthours
2023-03-09T19,NY,New York,WAT,Hydro,3124,megawatthours
2023-03-09T18,NY,New York,WAT,Hydro,2977,megawatthours
2023-03-09T17,NY,New York,WAT,Hydro,3425,megawatthours
2023-03-09T16,NY,New York,WAT,Hydro,3492,megawatthours
2023-03-09T15,NY,New York,WAT,Hydro,3608,megawatthours
2023-03-09T14,NY,New York,WAT,Hydro,3625,megawatthours
2023-03-09T13,NY,New York,WAT,Hydro,3803,megawatthours
2023-03-09T12,NY,New York,WAT,Hydro,3696,megawatthours
2023-03-09T11,NY,New York,WAT,Hydro,3299,megawatthours
2023-03-09T10,NY,New York,WAT,Hydro,3181,megawatthours
2023-03-09T09,NY,New York,WAT,Hydro,3187,megawatthours
2023-03-09T08,NY,New York,WAT,Hydro,3068,megawatthours
2023-03-09T07,NY,New York,WAT,Hydro,3274,megawatthours
2023-03-09T06,NY,New York,WAT,Hydro,3318,megawatthours
2023-03-09T05,NY,New York,WAT,Hydro,3058,megawatthours
2023-03-09T04,NY,New York,WAT,Hydro,2799,megawatthours
2023-03-09T03,NY,New York,WAT,Hydro,3051,megawatthours
2023-03-09T02,NY,New York,WAT,Hydro,3151,megawatthours
2023-03-09T01,NY,New York,WAT,Hydro,3404,megawatthours
2023-03-09T00,NY,New York,WAT,Hydro,3330,megawatthours
2023-03-08T23,NY,New York,WAT,Hydro,2921,megawatthours
2023-03-08T22,NY,New York,WAT,Hydro,2732,megawatthours
2023-03-08T21,NY,New York,WAT,Hydro,2834,megawatthours
2023-03-08T20,NY,New York,WAT,Hydro,3089,megawatthours
2023-03-08T19,NY,New York,WAT,Hydro,3189,megawatthours
2023-03-08T18,NY,New York,WAT,Hydro,3504,megawatthours
2023-03-08T17,NY,New York,WAT,Hydro,3593,megawatthours
2023-03-08T16,NY,New York,WAT,Hydro,3601,megawatthours
2023-03-08T15,NY,New York,WAT,Hydro,3462,megawatthours
2023-03-08T14,NY,New York,WAT,Hydro,3509,megawatthours
2023-03-08T13,NY,New York,WAT,Hydro,3338,megawatthours
2023-03-08T12,NY,New York,WAT,Hydro,3266,megawatthours
2023-03-08T11,NY,New York,WAT,Hydro,3174,megawatthours
2023-03-08T10,NY,New York,WAT,Hydro,3014,megawatthours
2023-03-08T09,NY,New York,WAT,Hydro,2774,megawatthours
2023-03-08T08,NY,New York,WAT,Hydro,2935,megawatthours
2023-03-08T07,NY,New York,WAT,Hydro,2762,megawatthours
2023-03-08T06,NY,New York,WAT,Hydro,2943,megawatthours
2023-03-08T05,NY,New York,WAT,Hydro,3037,megawatthours
2023-03-08T04,NY,New York,WAT,Hydro,3251,megawatthours
2023-03-08T03,NY,New York,WAT,Hydro,3256,megawatthours
2023-03-08T02,NY,New York,WAT,Hydro,3528,megawatthours
2023-03-08T01,NY,New York,WAT,Hydro,3489,megawatthours
2023-03-08T00,NY,New York,WAT,Hydro,3431,megawatthours
2023-03-07T23,NY,New York,WAT,Hydro,3213,megawatthours
2023-03-07T22,NY,New York,WAT,Hydro,2944,megawatthours
2023-03-07T21,NY,New York,WAT,Hydro,2560,megawatthours
2023-03-07T20,NY,New York,WAT,Hydro,2617,megawatthours
2023-03-07T19,NY,New York,WAT,Hydro,2561,megawatthours
2023-03-07T18,NY,New York,WAT,Hydro,2498,megawatthours
2023-03-07T17,NY,New York,WAT,Hydro,2432,megawatthours
2023-03-07T16,NY,New York,WAT,Hydro,2676,megawatthours
2023-03-07T15,NY,New York,WAT,Hydro,2580,megawatthours
2023-03-07T14,NY,New York,WAT,Hydro,2299,megawatthours
2023-03-07T13,NY,New York,WAT,Hydro,2972,megawatthours
2023-03-07T12,NY,New York,WAT,Hydro,3065,megawatthours
2023-03-07T11,NY,New York,WAT,Hydro,2362,megawatthours
2023-03-07T10,NY,New York,WAT,Hydro,2078,megawatthours
2023-03-07T09,NY,New York,WAT,Hydro,2125,megawatthours
2023-03-07T08,NY,New York,WAT,Hydro,2164,megawatthours
2023-03-07T07,NY,New York,WAT,Hydro,2481,megawatthours
2023-03-07T06,NY,New York,WAT,Hydro,2708,megawatthours
2023-03-07T05,NY,New York,WAT,Hydro,2808,megawatthours
2023-03-07T04,NY,New York,WAT,Hydro,2577,megawatthours
2023-03-07T03,NY,New York,WAT,Hydro,3190,megawatthours
2023-03-07T02,NY,New York,WAT,Hydro,3293,megawatthours
2023-03-07T01,NY,New York,WAT,Hydro,3625,megawatthours
2023-03-07T00,NY,New York,WAT,Hydro,3931,megawatthours
2023-03-06T23,NY,New York,WAT,Hydro,3327,megawatthours
2023-03-06T22,NY,New York,WAT,Hydro,2763,megawatthours
2023-03-06T21,NY,New York,WAT,Hydro,2723,megawatthours
2023-03-06T20,NY,New York,WAT,Hydro,3092,megawatthours
2023-03-06T19,NY,New York,WAT,Hydro,3374,megawatthours
2023-03-06T18,NY,New York,WAT,Hydro,3426,megawatthours
2023-03-06T17,NY,New York,WAT,Hydro,3520,megawatthours
2023-03-06T16,NY,New York,WAT,Hydro,3540,megawatthours
2023-03-06T15,NY,New York,WAT,Hydro,3409,megawatthours
2023-03-06T14,NY,New York,WAT,Hydro,3243,megawatthours
2023-03-06T13,NY,New York,WAT,Hydro,3304,megawatthours
2023-03-06T12,NY,New York,WAT,Hydro,2789,megawatthours
2023-03-06T11,NY,New York,WAT,Hydro,2295,megawatthours
2023-03-06T10,NY,New York,WAT,Hydro,2156,megawatthours
2023-03-06T09,NY,New York,WAT,Hydro,2151,megawatthours
2023-03-06T08,NY,New York,WAT,Hydro,2163,megawatthours
2023-03-06T07,NY,New York,WAT,Hydro,2125,megawatthours
2023-03-06T06,NY,New York,WAT,Hydro,2275,megawatthours
2023-03-06T05,NY,New York,WAT,Hydro,2624,megawatthours
2023-03-06T04,NY,New York,WAT,Hydro,2884,megawatthours
2023-03-06T03,NY,New York,WAT,Hydro,3402,megawatthours
2023-03-06T02,NY,New York,WAT,Hydro,3489,megawatthours
2023-03-06T01,NY,New York,WAT,Hydro,3541,megawatthours
2023-03-06T00,NY,New York,WAT,Hydro,3489,megawatthours
2023-03-05T23,NY,New York,WAT,Hydro,3486,megawatthours
2023-03-05T22,NY,New York,WAT,Hydro,3284,megawatthours
2023-03-05T21,NY,New York,WAT,Hydro,3054,megawatthours
2023-03-05T20,NY,New York,WAT,Hydro,2973,megawatthours
2023-03-05T19,NY,New York,WAT,Hydro,2966,megawatthours
2023-03-05T18,NY,New York,WAT,Hydro,2970,megawatthours
2023-03-05T17,NY,New York,WAT,Hydro,2961,megawatthours
2023-03-05T16,NY,New York,WAT,Hydro,3093,megawatthours
2023-03-05T15,NY,New York,WAT,Hydro,3180,megawatthours
2023-03-05T14,NY,New York,WAT,Hydro,3294,megawatthours
2023-03-05T13,NY,New York,WAT,Hydro,3328,megawatthours
2023-03-05T12,NY,New York,WAT,Hydro,3305,megawatthours
2023-03-05T11,NY,New York,WAT,Hydro,2894,megawatthours
2023-03-05T10,NY,New York,WAT,Hydro,2928,megawatthours
2023-03-05T09,NY,New York,WAT,Hydro,2732,megawatthours
2023-03-05T08,NY,New York,WAT,Hydro,2737,megawatthours
2023-03-05T07,NY,New York,WAT,Hydro,2788,megawatthours
2023-03-05T06,NY,New York,WAT,Hydro,2676,megawatthours
2023-03-05T05,NY,New York,WAT,Hydro,3057,megawatthours
2023-03-05T04,NY,New York,WAT,Hydro,3206,megawatthours
2023-03-05T03,NY,New York,WAT,Hydro,3336,megawatthours
2023-03-05T02,NY,New York,WAT,Hydro,3455,megawatthours
2023-03-05T01,NY,New York,WAT,Hydro,3268,megawatthours
2023-03-05T00,NY,New York,WAT,Hydro,3469,megawatthours
2023-03-04T23,NY,New York,WAT,Hydro,3468,megawatthours
2023-03-04T22,NY,New York,WAT,Hydro,3494,megawatthours
2023-03-04T21,NY,New York,WAT,Hydro,3386,megawatthours
2023-03-04T20,NY,New York,WAT,Hydro,3152,megawatthours
2023-03-04T19,NY,New York,WAT,Hydro,3087,megawatthours
2023-03-04T18,NY,New York,WAT,Hydro,3055,megawatthours
2023-03-04T17,NY,New York,WAT,Hydro,3214,megawatthours
2023-03-04T16,NY,New York,WAT,Hydro,3192,megawatthours
2023-03-04T15,NY,New York,WAT,Hydro,2920,megawatthours
2023-03-04T14,NY,New York,WAT,Hydro,3187,megawatthours
2023-03-04T13,NY,New York,WAT,Hydro,3287,megawatthours
2023-03-04T12,NY,New York,WAT,Hydro,3178,megawatthours
2023-03-04T11,NY,New York,WAT,Hydro,2921,megawatthours
2023-03-04T10,NY,New York,WAT,Hydro,2869,megawatthours
2023-03-04T09,NY,New York,WAT,Hydro,2737,megawatthours
2023-03-04T08,NY,New York,WAT,Hydro,2626,megawatthours
2023-03-04T07,NY,New York,WAT,Hydro,2776,megawatthours
2023-03-04T06,NY,New York,WAT,Hydro,2705,megawatthours
2023-03-04T05,NY,New York,WAT,Hydro,2926,megawatthours
2023-03-04T04,NY,New York,WAT,Hydro,2903,megawatthours
2023-03-04T03,NY,New York,WAT,Hydro,3068,megawatthours
2023-03-04T02,NY,New York,WAT,Hydro,3044,megawatthours
2023-03-04T01,NY,New York,WAT,Hydro,3269,megawatthours
2023-03-04T00,NY,New York,WAT,Hydro,3435,megawatthours
2023-03-03T23,NY,New York,WAT,Hydro,3423,megawatthours
2023-03-03T22,NY,New York,WAT,Hydro,3190,megawatthours
2023-03-03T21,NY,New York,WAT,Hydro,3127,megawatthours
2023-03-03T20,NY,New York,WAT,Hydro,3197,megawatthours
2023-03-03T19,NY,New York,WAT,Hydro,3338,megawatthours
2023-03-03T18,NY,New York,WAT,Hydro,3395,megawatthours
2023-03-03T17,NY,New York,WAT,Hydro,3453,megawatthours
2023-03-03T16,NY,New York,WAT,Hydro,3488,megawatthours
2023-03-03T15,NY,New York,WAT,Hydro,3457,megawatthours
2023-03-03T14,NY,New York,WAT,Hydro,3622,megawatthours
2023-03-03T13,NY,New York,WAT,Hydro,3608,megawatthours
2023-03-03T12,NY,New York,WAT,Hydro,3516,megawatthours
2023-03-03T11,NY,New York,WAT,Hydro,3165,megawatthours
2023-03-03T10,NY,New York,WAT,Hydro,2982,megawatthours
2023-03-03T09,NY,New York,WAT,Hydro,2947,megawatthours
2023-03-03T08,NY,New York,WAT,Hydro,2848,megawatthours
2023-03-03T07,NY,New York,WAT,Hydro,2997,megawatthours
2023-03-03T06,NY,New York,WAT,Hydro,2985,megawatthours
2023-03-03T05,NY,New York,WAT,Hydro,3097,megawatthours
2023-03-03T04,NY,New York,WAT,Hydro,2831,megawatthours
2023-03-03T03,NY,New York,WAT,Hydro,3304,megawatthours
2023-03-03T02,NY,New York,WAT,Hydro,3436,megawatthours
2023-03-03T01,NY,New York,WAT,Hydro,3527,megawatthours
2023-03-03T00,NY,New York,WAT,Hydro,3560,megawatthours
2023-03-02T23,NY,New York,WAT,Hydro,3498,megawatthours
2023-03-02T22,NY,New York,WAT,Hydro,3499,megawatthours
2023-03-02T21,NY,New York,WAT,Hydro,3623,megawatthours
2023-03-02T20,NY,New York,WAT,Hydro,3357,megawatthours
2023-03-02T19,NY,New York,WAT,Hydro,3328,megawatthours
2023-03-02T18,NY,New York,WAT,Hydro,3323,megawatthours
2023-03-02T17,NY,New York,WAT,Hydro,3552,megawatthours
2023-03-02T16,NY,New York,WAT,Hydro,3600,megawatthours
2023-03-02T15,NY,New York,WAT,Hydro,3375,megawatthours
2023-03-02T14,NY,New York,WAT,Hydro,3446,megawatthours
2023-03-02T13,NY,New York,WAT,Hydro,3668,megawatthours
2023-03-02T12,NY,New York,WAT,Hydro,3466,megawatthours
2023-03-02T11,NY,New York,WAT,Hydro,3337,megawatthours
2023-03-02T10,NY,New York,WAT,Hydro,2733,megawatthours
2023-03-02T09,NY,New York,WAT,Hydro,2755,megawatthours
2023-03-02T08,NY,New York,WAT,Hydro,2780,megawatthours
2023-03-02T07,NY,New York,WAT,Hydro,2787,megawatthours
2023-03-02T06,NY,New York,WAT,Hydro,2449,megawatthours
2023-03-02T05,NY,New York,WAT,Hydro,2739,megawatthours
2023-03-02T04,NY,New York,WAT,Hydro,2880,megawatthours
2023-03-02T03,NY,New York,WAT,Hydro,3385,megawatthours
2023-03-02T02,NY,New York,WAT,Hydro,3381,megawatthours
2023-03-02T01,NY,New York,WAT,Hydro,3627,megawatthours
2023-03-02T00,NY,New York,WAT,Hydro,3706,megawatthours
2023-03-01T23,NY,New York,WAT,Hydro,3277,megawatthours
2023-03-01T22,NY,New York,WAT,Hydro,2922,megawatthours
2023-03-01T21,NY,New York,WAT,Hydro,3049,megawatthours
2023-03-01T20,NY,New York,WAT,Hydro,2918,megawatthours
2023-03-01T19,NY,New York,WAT,Hydro,2966,megawatthours
2023-03-01T18,NY,New York,WAT,Hydro,3021,megawatthours
2023-03-01T17,NY,New York,WAT,Hydro,3213,megawatthours
2023-03-01T16,NY,New York,WAT,Hydro,3273,megawatthours
2023-03-01T15,NY,New York,WAT,Hydro,3276,megawatthours
2023-03-01T14,NY,New York,WAT,Hydro,3019,megawatthours
2023-03-01T13,NY,New York,WAT,Hydro,2869,megawatthours
2023-03-01T12,NY,New York,WAT,Hydro,2802,megawatthours
2023-03-01T11,NY,New York,WAT,Hydro,2982,megawatthours
2023-03-01T10,NY,New York,WAT,Hydro,2993,megawatthours
2023-03-01T09,NY,New York,WAT,Hydro,2897,megawatthours
2023-03-01T08,NY,New York,WAT,Hydro,2847,megawatthours
2023-03-01T07,NY,New York,WAT,Hydro,2948,megawatthours
2023-03-01T06,NY,New York,WAT,Hydro,2880,megawatthours
2023-03-01T05,NY,New York,WAT,Hydro,3182,megawatthours
2023-03-01T04,NY,New York,WAT,Hydro,3178,megawatthours
2023-03-01T03,NY,New York,WAT,Hydro,3658,megawatthours
2023-03-01T02,NY,New York,WAT,Hydro,3861,megawatthours
2023-03-01T01,NY,New York,WAT,Hydro,3631,megawatthours
2023-03-01T00,NY,New York,WAT,Hydro,3318,megawatthours
2023-02-28T23,NY,New York,WAT,Hydro,3449,megawatthours
2023-02-28T22,NY,New York,WAT,Hydro,3528,megawatthours
2023-02-28T21,NY,New York,WAT,Hydro,3397,megawatthours
2023-02-28T20,NY,New York,WAT,Hydro,3185,megawatthours
2023-02-28T19,NY,New York,WAT,Hydro,3107,megawatthours
2023-02-28T18,NY,New York,WAT,Hydro,3532,megawatthours
2023-02-28T17,NY,New York,WAT,Hydro,3473,megawatthours
2023-02-28T16,NY,New York,WAT,Hydro,3255,megawatthours
2023-02-28T15,NY,New York,WAT,Hydro,3292,megawatthours
2023-02-28T14,NY,New York,WAT,Hydro,3351,megawatthours
2023-02-28T13,NY,New York,WAT,Hydro,3857,megawatthours
2023-02-28T12,NY,New York,WAT,Hydro,3283,megawatthours
2023-02-28T11,NY,New York,WAT,Hydro,3045,megawatthours
2023-02-28T10,NY,New York,WAT,Hydro,2792,megawatthours
2023-02-28T09,NY,New York,WAT,Hydro,2644,megawatthours
2023-02-28T08,NY,New York,WAT,Hydro,2660,megawatthours
2023-02-28T07,NY,New York,WAT,Hydro,2340,megawatthours
2023-02-28T06,NY,New York,WAT,Hydro,1877,megawatthours
2023-02-28T05,NY,New York,WAT,Hydro,1943,megawatthours
2023-02-28T04,NY,New York,WAT,Hydro,2226,megawatthours
2023-02-28T03,NY,New York,WAT,Hydro,2898,megawatthours
2023-02-28T02,NY,New York,WAT,Hydro,2849,megawatthours
2023-02-28T01,NY,New York,WAT,Hydro,3108,megawatthours
2023-02-28T00,NY,New York,WAT,Hydro,3506,megawatthours
2023-02-27T23,NY,New York,WAT,Hydro,3810,megawatthours
2023-02-27T22,NY,New York,WAT,Hydro,3459,megawatthours
2023-02-27T21,NY,New York,WAT,Hydro,2927,megawatthours
2023-02-27T20,NY,New York,WAT,Hydro,2840,megawatthours
2023-02-27T19,NY,New York,WAT,Hydro,3149,megawatthours
2023-02-27T18,NY,New York,WAT,Hydro,2880,megawatthours
2023-02-27T17,NY,New York,WAT,Hydro,2759,megawatthours
2023-02-27T16,NY,New York,WAT,Hydro,3056,megawatthours
2023-02-27T15,NY,New York,WAT,Hydro,3241,megawatthours
2023-02-27T14,NY,New York,WAT,Hydro,3645,megawatthours
2023-02-27T13,NY,New York,WAT,Hydro,4093,megawatthours
2023-02-27T12,NY,New York,WAT,Hydro,3677,megawatthours
2023-02-27T11,NY,New York,WAT,Hydro,3468,megawatthours
2023-02-27T10,NY,New York,WAT,Hydro,3013,megawatthours
2023-02-27T09,NY,New York,WAT,Hydro,2956,megawatthours
2023-02-27T08,NY,New York,WAT,Hydro,2649,megawatthours
2023-02-27T07,NY,New York,WAT,Hydro,2545,megawatthours
2023-02-27T06,NY,New York,WAT,Hydro,2567,megawatthours
2023-02-27T05,NY,New York,WAT,Hydro,3213,megawatthours
2023-02-27T04,NY,New York,WAT,Hydro,3142,megawatthours
2023-02-27T03,NY,New York,WAT,Hydro,3336,megawatthours
2023-02-27T02,NY,New York,WAT,Hydro,3115,megawatthours
2023-02-27T01,NY,New York,WAT,Hydro,3485,megawatthours
2023-02-27T00,NY,New York,WAT,Hydro,3238,megawatthours
2023-02-26T23,NY,New York,WAT,Hydro,3131,megawatthours
2023-02-26T22,NY,New York,WAT,Hydro,2966,megawatthours
2023-02-26T21,NY,New York,WAT,Hydro,2680,megawatthours
2023-02-26T20,NY,New York,WAT,Hydro,2143,megawatthours
2023-02-26T19,NY,New York,WAT,Hydro,2024,megawatthours
2023-02-26T18,NY,New York,WAT,Hydro,2380,megawatthours
2023-02-26T17,NY,New York,WAT,Hydro,2828,megawatthours
2023-02-26T16,NY,New York,WAT,Hydro,3237,megawatthours
2023-02-26T15,NY,New York,WAT,Hydro,3239,megawatthours
2023-02-26T14,NY,New York,WAT,Hydro,3387,megawatthours
2023-02-26T13,NY,New York,WAT,Hydro,3383,megawatthours
2023-02-26T12,NY,New York,WAT,Hydro,3196,megawatthours
2023-02-26T11,NY,New York,WAT,Hydro,2696,megawatthours
2023-02-26T10,NY,New York,WAT,Hydro,2255,megawatthours
2023-02-26T09,NY,New York,WAT,Hydro,2200,megawatthours
2023-02-26T08,NY,New York,WAT,Hydro,1890,megawatthours
2023-02-26T07,NY,New York,WAT,Hydro,2081,megawatthours
2023-02-26T06,NY,New York,WAT,Hydro,2529,megawatthours
2023-02-26T05,NY,New York,WAT,Hydro,2508,megawatthours
