period,value
2023-08-21T21,4614
2023-08-21T20,4201
2023-08-21T19,4015
2023-08-21T18,3695
2023-08-21T17,3710
2023-08-21T16,3613
2023-08-21T15,3716
2023-08-21T14,3568
2023-08-21T13,3290
2023-08-21T12,2948
2023-08-21T11,2537
2023-08-21T10,2409
2023-08-21T09,2224
2023-08-21T08,2247
2023-08-21T07,2241
2023-08-21T06,2307
2023-08-21T05,2568
2023-08-21T04,2840
2023-08-21T03,3356
2023-08-21T02,3581
2023-08-21T01,3831
2023-08-21T00,3970
2023-08-20T23,4299
2023-08-20T22,4148
2023-08-20T21,3938
2023-08-20T20,3849
2023-08-20T19,3765
2023-08-20T18,3695
2023-08-20T17,3559
2023-08-20T16,3199
2023-08-20T15,3102
2023-08-20T14,2913
2023-08-20T13,2959
2023-08-20T12,2136
2023-08-20T11,1600
2023-08-20T10,1450
2023-08-20T09,1432
2023-08-20T08,1558
2023-08-20T07,1793
2023-08-20T06,2026
2023-08-20T05,2109
2023-08-20T04,2484
2023-08-20T03,2867
2023-08-20T02,3411
2023-08-20T01,3473
2023-08-20T00,3438
2023-08-19T23,3546
2023-08-19T22,3160
2023-08-19T21,2685
2023-08-19T20,2942
2023-08-19T19,2975
2023-08-19T18,2756
2023-08-19T17,2349
2023-08-19T16,2337
2023-08-19T15,2320
2023-08-19T14,2423
2023-08-19T13,2331
2023-08-19T12,2065
2023-08-19T11,1659
2023-08-19T10,1639
2023-08-19T09,1807
2023-08-19T08,2212
2023-08-19T07,2228
2023-08-19T06,1967
2023-08-19T05,2032
2023-08-19T04,2325
2023-08-19T03,2755
2023-08-19T02,2510
2023-08-19T01,2614
2023-08-19T00,2339
2023-08-18T23,2436
2023-08-18T22,2930
2023-08-18T21,2862
2023-08-18T20,2866
2023-08-18T19,2777
2023-08-18T18,2963
2023-08-18T17,2941
2023-08-18T16,2764
2023-08-18T15,2604
2023-08-18T14,1976
2023-08-18T13,2453
2023-08-18T12,2165
2023-08-18T11,2164
2023-08-18T10,1754
2023-08-18T09,1921
2023-08-18T08,2052
2023-08-18T07,1810
2023-08-18T06,1796
2023-08-18T05,1840
2023-08-18T04,1925
2023-08-18T03,2439
2023-08-18T02,2823
2023-08-18T01,2988
2023-08-18T00,3184
2023-08-17T23,3232
2023-08-17T22,3446
2023-08-17T21,3468
2023-08-17T20,3574
2023-08-17T19,3596
2023-08-17T18,3626
2023-08-17T17,3542
2023-08-17T16,3576
2023-08-17T15,3456
2023-08-17T14,3438
2023-08-17T13,3436
2023-08-17T12,3119
2023-08-17T11,2609
2023-08-17T10,2420
2023-08-17T09,2376
2023-08-17T08,2338
2023-08-17T07,2387
2023-08-17T06,2438
2023-08-17T05,2614
2023-08-17T04,2983
2023-08-17T03,3355
2023-08-17T02,3679
2023-08-17T01,3596
2023-08-17T00,3454
2023-08-16T23,3691
2023-08-16T22,3743
2023-08-16T21,3785
2023-08-16T20,3625
2023-08-16T19,3578
2023-08-16T18,3567
2023-08-16T17,3487
2023-08-16T16,3478
2023-08-16T15,3495
2023-08-16T14,3433
2023-08-16T13,3448
2023-08-16T12,3031
2023-08-16T11,2541
2023-08-16T10,2240
2023-08-16T09,2130
2023-08-16T08,2102
2023-08-16T07,2153
2023-08-16T06,2323
2023-08-16T05,2442
2023-08-16T04,2689
2023-08-16T03,3183
2023-08-16T02,3418
2023-08-16T01,3551
2023-08-16T00,3506
2023-08-15T23,3711
2023-08-15T22,3752
2023-08-15T21,3681
2023-08-15T20,3632
2023-08-15T19,3752
2023-08-15T18,3542
2023-08-15T17,3500
2023-08-15T16,3517
2023-08-15T15,3431
2023-08-15T14,3526
2023-08-15T13,3557
2023-08-15T12,3189
2023-08-15T11,2778
2023-08-15T10,2559
2023-08-15T09,2489
2023-08-15T08,2390
2023-08-15T07,2438
2023-08-15T06,2568
2023-08-15T05,2662
2023-08-15T04,2792
2023-08-15T03,3362
2023-08-15T02,4035
2023-08-15T01,4254
2023-08-15T00,3981
2023-08-14T23,3956
2023-08-14T22,4122
2023-08-14T21,4440
2023-08-14T20,4119
2023-08-14T19,3795
2023-08-14T18,3630
2023-08-14T17,3533
2023-08-14T16,3507
2023-08-14T15,3481
2023-08-14T14,3445
2023-08-14T13,3491
2023-08-14T12,3245
2023-08-14T11,2853
2023-08-14T10,2517
2023-08-14T09,2516
2023-08-14T08,2480
2023-08-14T07,2478
2023-08-14T06,2502
2023-08-14T05,2734
2023-08-14T04,2776
2023-08-14T03,3079
2023-08-14T02,3351
2023-08-14T01,3570
2023-08-14T00,3857
2023-08-13T23,4151
2023-08-13T22,4174
2023-08-13T21,3958
2023-08-13T20,3730
2023-08-13T19,3606
2023-08-13T18,3564
2023-08-13T17,3495
2023-08-13T16,3410
2023-08-13T15,3426
2023-08-13T14,3297
2023-08-13T13,3317
2023-08-13T12,2984
2023-08-13T11,2697
2023-08-13T10,2601
2023-08-13T09,2534
2023-08-13T08,2507
2023-08-13T07,2523
2023-08-13T06,2587
2023-08-13T05,2723
2023-08-13T04,2885
2023-08-13T03,3246
2023-08-13T02,3398
2023-08-13T01,3499
2023-08-13T00,3657
2023-08-12T23,3705
2023-08-12T22,3914
2023-08-12T21,3783
2023-08-12T20,3516
2023-08-12T19,3637
2023-08-12T18,3425
2023-08-12T17,3370
2023-08-12T16,3326
2023-08-12T15,3293
2023-08-12T14,3155
2023-08-12T13,3149
2023-08-12T12,2950
2023-08-12T11,2528
2023-08-12T10,2496
2023-08-12T09,2474
2023-08-12T08,2461
2023-08-12T07,2456
2023-08-12T06,2522
2023-08-12T05,2618
2023-08-12T04,2835
2023-08-12T03,3102
2023-08-12T02,3615
2023-08-12T01,3656
2023-08-12T00,3959
2023-08-11T23,4275
2023-08-11T22,4289
2023-08-11T21,3983
2023-08-11T20,3768
2023-08-11T19,3682
2023-08-11T18,3678
2023-08-11T17,3712
2023-08-11T16,3594
2023-08-11T15,3367
2023-08-11T14,3446
2023-08-11T13,3400
2023-08-11T12,3297
2023-08-11T11,2722
2023-08-11T10,2592
2023-08-11T09,2589
2023-08-11T08,2477
2023-08-11T07,2508
2023-08-11T06,2534
2023-08-11T05,2530
2023-08-11T04,2883
2023-08-11T03,3301
2023-08-11T02,3806
2023-08-11T01,3906
2023-08-11T00,3980
2023-08-10T23,4055
2023-08-10T22,4101
2023-08-10T21,4025
2023-08-10T20,3903
2023-08-10T19,4139
2023-08-10T18,4107
2023-08-10T17,3886
2023-08-10T16,3792
2023-08-10T15,3792
2023-08-10T14,3774
2023-08-10T13,3620
2023-08-10T12,3360
2023-08-10T11,2755
2023-08-10T10,2581
2023-08-10T09,2581
2023-08-10T08,2512
2023-08-10T07,2513
2023-08-10T06,2590
2023-08-10T05,2700
2023-08-10T04,2757
2023-08-10T03,3512
2023-08-10T02,3469
2023-08-10T01,3620
2023-08-10T00,3780
2023-08-09T23,3891
2023-08-09T22,3848
2023-08-09T21,3716
2023-08-09T20,3577
2023-08-09T19,3530
2023-08-09T18,3493
2023-08-09T17,3361
2023-08-09T16,3464
2023-08-09T15,3360
2023-08-09T14,3385
2023-08-09T13,3386
2023-08-09T12,3292
2023-08-09T11,3142
2023-08-09T10,3213
2023-08-09T09,3060
2023-08-09T08,3082
2023-08-09T07,3047
2023-08-09T06,3123
2023-08-09T05,3106
2023-08-09T04,2831
2023-08-09T03,3015
2023-08-09T02,3406
2023-08-09T01,3580
2023-08-09T00,3464
2023-08-08T23,3513
2023-08-08T22,3587
2023-08-08T21,3632
2023-08-08T20,3566
2023-08-08T19,3565
2023-08-08T18,3564
2023-08-08T17,3477
2023-08-08T16,3413
2023-08-08T15,3326
2023-08-08T14,3270
2023-08-08T13,3176
2023-08-08T12,3052
2023-08-08T11,2798
2023-08-08T10,2978
2023-08-08T09,2933
2023-08-08T08,2832
2023-08-08T07,2712
2023-08-08T06,2735
2023-08-08T05,2767
2023-08-08T04,2514
2023-08-08T03,2993
2023-08-08T02,3371
2023-08-08T01,3530
2023-08-08T00,3584
2023-08-07T23,3561
2023-08-07T22,3698
2023-08-07T21,3467
2023-08-07T20,3648
2023-08-07T19,3449
2023-08-07T18,3466
2023-08-07T17,3495
2023-08-07T16,3400
2023-08-07T15,3447
2023-08-07T14,3241
2023-08-07T13,3300
2023-08-07T12,2948
2023-08-07T11,2515
2023-08-07T10,2284
2023-08-07T09,2199
2023-08-07T08,2094
2023-08-07T07,2054
2023-08-07T06,2197
2023-08-07T05,2177
2023-08-07T04,2584
2023-08-07T03,2903
2023-08-07T02,3300
2023-08-07T01,3518
2023-08-07T00,3641
2023-08-06T23,3528
2023-08-06T22,3654
2023-08-06T21,3471
2023-08-06T20,3287
2023-08-06T19,3216
2023-08-06T18,3258
2023-08-06T17,3013
2023-08-06T16,2919
2023-08-06T15,2930
2023-08-06T14,2914
2023-08-06T13,2806
2023-08-06T12,2680
2023-08-06T11,2196
2023-08-06T10,2067
2023-08-06T09,2052
2023-08-06T08,2050
2023-08-06T07,2183
2023-08-06T06,2341
2023-08-06T05,2469
2023-08-06T04,2640
2023-08-06T03,3015
2023-08-06T02,3291
2023-08-06T01,3393
2023-08-06T00,3385
2023-08-05T23,3404
2023-08-05T22,3429
2023-08-05T21,3375
2023-08-05T20,3332
2023-08-05T19,3240
2023-08-05T18,3335
2023-08-05T17,3277
2023-08-05T16,3181
2023-08-05T15,3050
2023-08-05T14,3033
2023-08-05T13,3319
2023-08-05T12,3051
2023-08-05T11,2534
2023-08-05T10,2356
2023-08-05T09,2361
2023-08-05T08,2404
2023-08-05T07,2415
2023-08-05T06,2498
2023-08-05T05,2515
2023-08-05T04,3227
2023-08-05T03,3514
2023-08-05T02,3555
2023-08-05T01,3591
2023-08-05T00,3727
2023-08-04T23,3822
2023-08-04T22,3865
2023-08-04T21,3783
2023-08-04T20,3768
2023-08-04T19,3752
2023-08-04T18,3686
2023-08-04T17,3681
2023-08-04T16,3511
2023-08-04T15,3537
2023-08-04T14,3590
2023-08-04T13,3546
2023-08-04T12,3011
2023-08-04T11,2455
2023-08-04T10,2257
2023-08-04T09,2233
2023-08-04T08,2143
2023-08-04T07,2186
2023-08-04T06,2386
2023-08-04T05,2497
2023-08-04T04,2549
2023-08-04T03,2966
2023-08-04T02,3342
2023-08-04T01,3683
2023-08-04T00,3672
2023-08-03T23,3818
2023-08-03T22,3857
2023-08-03T21,3868
2023-08-03T20,3762
2023-08-03T19,3590
2023-08-03T18,3446
2023-08-03T17,3298
2023-08-03T16,3244
2023-08-03T15,3079
2023-08-03T14,3206
2023-08-03T13,3230
2023-08-03T12,2993
2023-08-03T11,2452
2023-08-03T10,2294
2023-08-03T09,2089
2023-08-03T08,2039
2023-08-03T07,2064
2023-08-03T06,2177
2023-08-03T05,2242
2023-08-03T04,2286
2023-08-03T03,2785
2023-08-03T02,3291
2023-08-03T01,3514
2023-08-03T00,3776
2023-08-02T23,3828
2023-08-02T22,3841
2023-08-02T21,3745
2023-08-02T20,3451
2023-08-02T19,3326
2023-08-02T18,3339
2023-08-02T17,3240
2023-08-02T16,3177
2023-08-02T15,3080
2023-08-02T14,2932
2023-08-02T13,2866
2023-08-02T12,2904
2023-08-02T11,2410
2023-08-02T10,2221
2023-08-02T09,2297
2023-08-02T08,2255
2023-08-02T07,2247
2023-08-02T06,2316
2023-08-02T05,2458
2023-08-02T04,2609
2023-08-02T03,2940
2023-08-02T02,3357
2023-08-02T01,3415
2023-08-02T00,3659
2023-08-01T23,3917
2023-08-01T22,3937
2023-08-01T21,3623
2023-08-01T20,3437
2023-08-01T19,3391
2023-08-01T18,3400
2023-08-01T17,3279
2023-08-01T16,3261
2023-08-01T15,3132
2023-08-01T14,3227
2023-08-01T13,3120
2023-08-01T12,2979
2023-08-01T11,2762
2023-08-01T10,2324
2023-08-01T09,2312
2023-08-01T08,2269
2023-08-01T07,2248
2023-08-01T06,2337
2023-08-01T05,2315
2023-08-01T04,2610
2023-08-01T03,2978
2023-08-01T02,3687
2023-08-01T01,4136
2023-08-01T00,4365
2023-07-31T23,4437
2023-07-31T22,4198
2023-07-31T21,4030
2023-07-31T20,3609
2023-07-31T19,3600
2023-07-31T18,3349
2023-07-31T17,3072
2023-07-31T16,3014
2023-07-31T15,3025
2023-07-31T14,3015
2023-07-31T13,3033
2023-07-31T12,2822
2023-07-31T11,2280
2023-07-31T10,2357
2023-07-31T09,2337
2023-07-31T08,2325
2023-07-31T07,2276
2023-07-31T06,2400
2023-07-31T05,2388
2023-07-31T04,2389
2023-07-31T03,2844
2023-07-31T02,3474
2023-07-31T01,3625
2023-07-31T00,3720
2023-07-30T23,3657
2023-07-30T22,3676
2023-07-30T21,3572
2023-07-30T20,3538
2023-07-30T19,3456
2023-07-30T18,3408
2023-07-30T17,3287
2023-07-30T16,3225
2023-07-30T15,3055
2023-07-30T14,3042
2023-07-30T13,2837
2023-07-30T12,2603
2023-07-30T11,2500
2023-07-30T10,2394
2023-07-30T09,2421
2023-07-30T08,2416
2023-07-30T07,2508
2023-07-30T06,2664
2023-07-30T05,2736
2023-07-30T04,2991
2023-07-30T03,3260
2023-07-30T02,3168
2023-07-30T01,3110
2023-07-30T00,3177
2023-07-29T23,3581
2023-07-29T22,3443
2023-07-29T21,3290
2023-07-29T20,3185
2023-07-29T19,3182
2023-07-29T18,3358
2023-07-29T17,3624
2023-07-29T16,3380
2023-07-29T15,3132
2023-07-29T14,2954
2023-07-29T13,2610
2023-07-29T12,2446
2023-07-29T11,2216
2023-07-29T10,2040
2023-07-29T09,2038
2023-07-29T08,2048
2023-07-29T07,2086
2023-07-29T06,2214
2023-07-29T05,2215
2023-07-29T04,2751
2023-07-29T03,3124
2023-07-29T02,3192
2023-07-29T01,3589
2023-07-29T00,4250
2023-07-28T23,4542
2023-07-28T22,4344
2023-07-28T21,3938
2023-07-28T20,3787
2023-07-28T19,3750
2023-07-28T18,3677
2023-07-28T17,3361
2023-07-28T16,3178
2023-07-28T15,3159
2023-07-28T14,3062
2023-07-28T13,3080
2023-07-28T12,2871
2023-07-28T11,2382
2023-07-28T10,2271
2023-07-28T09,2242
2023-07-28T08,2171
2023-07-28T07,2258
2023-07-28T06,2295
2023-07-28T05,2370
2023-07-28T04,2895
2023-07-28T03,2897
2023-07-28T02,3511
2023-07-28T01,3834
2023-07-28T00,4308
2023-07-27T23,4496
2023-07-27T22,4515
2023-07-27T21,4505
2023-07-27T20,4395
2023-07-27T19,4257
2023-07-27T18,4327
2023-07-27T17,3851
2023-07-27T16,3923
2023-07-27T15,3681
2023-07-27T14,3372
2023-07-27T13,3049
2023-07-27T12,2978
2023-07-27T11,2493
2023-07-27T10,2171
2023-07-27T09,2067
2023-07-27T08,2022
2023-07-27T07,2123
2023-07-27T06,2448
2023-07-27T05,2436
2023-07-27T04,3152
2023-07-27T03,3340
2023-07-27T02,3328
2023-07-27T01,3146
2023-07-27T00,3512
2023-07-26T23,3930
2023-07-26T22,4151
2023-07-26T21,3837
2023-07-26T20,3850
2023-07-26T19,3617
2023-07-26T18,3371
2023-07-26T17,3084
2023-07-26T16,3095
2023-07-26T15,2987
2023-07-26T14,2951
2023-07-26T13,2984
2023-07-26T12,2631
2023-07-26T11,2210
2023-07-26T10,1958
2023-07-26T09,1951
2023-07-26T08,1993
2023-07-26T07,1991
2023-07-26T06,2048
2023-07-26T05,2079
2023-07-26T04,2466
2023-07-26T03,2780
2023-07-26T02,2979
2023-07-26T01,3014
2023-07-26T00,3189
2023-07-25T23,3420
2023-07-25T22,3513
2023-07-25T21,3532
2023-07-25T20,3695
2023-07-25T19,4046
2023-07-25T18,3862
2023-07-25T17,3287
2023-07-25T16,3099
2023-07-25T15,3076
2023-07-25T14,3068
2023-07-25T13,2954
2023-07-25T12,2620
2023-07-25T11,2287
2023-07-25T10,2031
2023-07-25T09,1984
2023-07-25T08,2029
2023-07-25T07,2087
2023-07-25T06,2160
2023-07-25T05,2117
2023-07-25T04,2393
2023-07-25T03,2843
2023-07-25T02,3085
2023-07-25T01,3422
2023-07-25T00,3839
2023-07-24T23,4107
2023-07-24T22,3984
2023-07-24T21,4055
2023-07-24T20,3806
2023-07-24T19,3951
2023-07-24T18,3783
2023-07-24T17,3411
2023-07-24T16,3181
2023-07-24T15,3032
2023-07-24T14,2913
2023-07-24T13,3011
2023-07-24T12,2689
2023-07-24T11,2277
2023-07-24T10,2081
2023-07-24T09,1984
2023-07-24T08,1927
2023-07-24T07,2008
2023-07-24T06,2109
2023-07-24T05,2122
2023-07-24T04,2407
2023-07-24T03,2891
2023-07-24T02,3580
2023-07-24T01,4086
2023-07-24T00,4248
2023-07-23T23,4174
2023-07-23T22,4041
2023-07-23T21,3888
2023-07-23T20,3568
2023-07-23T19,3337
2023-07-23T18,3264
2023-07-23T17,3155
2023-07-23T16,3026
2023-07-23T15,2920
2023-07-23T14,2871
2023-07-23T13,2799
2023-07-23T12,2526
2023-07-23T11,2140
2023-07-23T10,2056
2023-07-23T09,2043
2023-07-23T08,2056
2023-07-23T07,2139
2023-07-23T06,2226
2023-07-23T05,2312
2023-07-23T04,2371
2023-07-23T03,2885
2023-07-23T02,3331
2023-07-23T01,3384
2023-07-23T00,3565
2023-07-22T23,3672
2023-07-22T22,3516
2023-07-22T21,3468
2023-07-22T20,3341
2023-07-22T19,3412
2023-07-22T18,3388
2023-07-22T17,3181
2023-07-22T16,3077
2023-07-22T15,3081
2023-07-22T14,2954
2023-07-22T13,2906
2023-07-22T12,2609
2023-07-22T11,2219
2023-07-22T10,2081
2023-07-22T09,2051
2023-07-22T08,2094
2023-07-22T07,2141
2023-07-22T06,2174
2023-07-22T05,2211
2023-07-22T04,2514
2023-07-22T03,3008
2023-07-22T02,3567
2023-07-22T01,3953
2023-07-22T00,4328
2023-07-21T23,4502
2023-07-21T22,4318
2023-07-21T21,4277
2023-07-21T20,4415
2023-07-21T19,3896
2023-07-21T18,3684
2023-07-21T17,4167
2023-07-21T16,4116
2023-07-21T15,3566
2023-07-21T14,3381
2023-07-21T13,3469
2023-07-21T12,3100
2023-07-21T11,2653
2023-07-21T10,2297
2023-07-21T09,2349
2023-07-21T08,2368
2023-07-21T07,2570
2023-07-21T06,2544
2023-07-21T05,2737
2023-07-21T04,2960
2023-07-21T03,3292
2023-07-21T02,3455
2023-07-21T01,3737
2023-07-21T00,4151
2023-07-20T23,4438
2023-07-20T22,4496
2023-07-20T21,4415
2023-07-20T20,4222
2023-07-20T19,4063
2023-07-20T18,3921
2023-07-20T17,3770
2023-07-20T16,3537
2023-07-20T15,3474
2023-07-20T14,3489
2023-07-20T13,3402
2023-07-20T12,2989
2023-07-20T11,2605
2023-07-20T10,2288
2023-07-20T09,2279
2023-07-20T08,2277
2023-07-20T07,2295
2023-07-20T06,2427
2023-07-20T05,2641
2023-07-20T04,2871
2023-07-20T03,3515
2023-07-20T02,3645
2023-07-20T01,3606
2023-07-20T00,3920
2023-07-19T23,3819
2023-07-19T22,3881
2023-07-19T21,3844
2023-07-19T20,3680
2023-07-19T19,3504
2023-07-19T18,3572
2023-07-19T17,3426
2023-07-19T16,3321
2023-07-19T15,3215
2023-07-19T14,3181
2023-07-19T13,3030
2023-07-19T12,2922
2023-07-19T11,2381
2023-07-19T10,2104
2023-07-19T09,2112
2023-07-19T08,2091
2023-07-19T07,2210
2023-07-19T06,2359
2023-07-19T05,2430
2023-07-19T04,2714
2023-07-19T03,3280
2023-07-19T02,3533
2023-07-19T01,3560
2023-07-19T00,3837
2023-07-18T23,3692
2023-07-18T22,3875
2023-07-18T21,3723
2023-07-18T20,3647
2023-07-18T19,3520
2023-07-18T18,3503
2023-07-18T17,3405
2023-07-18T16,3520
2023-07-18T15,3505
2023-07-18T14,3446
2023-07-18T13,3442
2023-07-18T12,3363
2023-07-18T11,2700
2023-07-18T10,2452
2023-07-18T09,2372
2023-07-18T08,2338
2023-07-18T07,2375
2023-07-18T06,2452
2023-07-18T05,2568
2023-07-18T04,3102
2023-07-18T03,3235
2023-07-18T02,3702
2023-07-18T01,4036
2023-07-18T00,4495
2023-07-17T23,4654
2023-07-17T22,4737
2023-07-17T21,4713
2023-07-17T20,4402
2023-07-17T19,3972
2023-07-17T18,3586
2023-07-17T17,3494
2023-07-17T16,3389
2023-07-17T15,3417
2023-07-17T14,3308
2023-07-17T13,3187
2023-07-17T12,2983
2023-07-17T11,2515
2023-07-17T10,2319
2023-07-17T09,2296
2023-07-17T08,2280
2023-07-17T07,2260
2023-07-17T06,2309
2023-07-17T05,2315
2023-07-17T04,2592
2023-07-17T03,3100
2023-07-17T02,3170
2023-07-17T01,3249
2023-07-17T00,3420
2023-07-16T23,3639
2023-07-16T22,3645
2023-07-16T21,3392
2023-07-16T20,3320
2023-07-16T19,3297
2023-07-16T18,3138
2023-07-16T17,3189
2023-07-16T16,3299
2023-07-16T15,3128
2023-07-16T14,3163
2023-07-16T13,2728
2023-07-16T12,2571
2023-07-16T11,2111
2023-07-16T10,2057
2023-07-16T09,2011
2023-07-16T08,1988
2023-07-16T07,2161
2023-07-16T06,2186
2023-07-16T05,2183
2023-07-16T04,2239
2023-07-16T03,2664
2023-07-16T02,3087
2023-07-16T01,3320
2023-07-16T00,3581
2023-07-15T23,3799
2023-07-15T22,3949
2023-07-15T21,4089
2023-07-15T20,3629
2023-07-15T19,3318
2023-07-15T18,3368
2023-07-15T17,3313
2023-07-15T16,3285
2023-07-15T15,3235
2023-07-15T14,3188
2023-07-15T13,3016
2023-07-15T12,2515
2023-07-15T11,2173
2023-07-15T10,2094
2023-07-15T09,2279
2023-07-15T08,2322
2023-07-15T07,2382
2023-07-15T06,2407
2023-07-15T05,2414
2023-07-15T04,2695
2023-07-15T03,3273
2023-07-15T02,3442
2023-07-15T01,3657
2023-07-15T00,3806
2023-07-14T23,4211
2023-07-14T22,3928
2023-07-14T21,3918
2023-07-14T20,3734
2023-07-14T19,3615
2023-07-14T18,3515
2023-07-14T17,3494
2023-07-14T16,3493
2023-07-14T15,3395
2023-07-14T14,3201
2023-07-14T13,3164
2023-07-14T12,2846
2023-07-14T11,2626
2023-07-14T10,2531
2023-07-14T09,2551
2023-07-14T08,2538
2023-07-14T07,2619
2023-07-14T06,2631
2023-07-14T05,2746
2023-07-14T04,2635
2023-07-14T03,3009
2023-07-14T02,3472
2023-07-14T01,3714
2023-07-14T00,3857
2023-07-13T23,4068
2023-07-13T22,4084
2023-07-13T21,4125
2023-07-13T20,3681
2023-07-13T19,3527
2023-07-13T18,3444
2023-07-13T17,3221
2023-07-13T16,3424
2023-07-13T15,3123
2023-07-13T14,3115
2023-07-13T13,3006
2023-07-13T12,2844
2023-07-13T11,2460
2023-07-13T10,2310
2023-07-13T09,2246
2023-07-13T08,2277
2023-07-13T07,2306
2023-07-13T06,2453
2023-07-13T05,2561
2023-07-13T04,2520
2023-07-13T03,2915
2023-07-13T02,3458
2023-07-13T01,3713
2023-07-13T00,3978
2023-07-12T23,4452
2023-07-12T22,4409
2023-07-12T21,4172
2023-07-12T20,3969
2023-07-12T19,3721
2023-07-12T18,3687
2023-07-12T17,3623
2023-07-12T16,3675
2023-07-12T15,3517
2023-07-12T14,3196
2023-07-12T13,3230
2023-07-12T12,2913
2023-07-12T11,2466
2023-07-12T10,2410
2023-07-12T09,2208
2023-07-12T08,2292
2023-07-12T07,2399
2023-07-12T06,2463
2023-07-12T05,2592
2023-07-12T04,2847
2023-07-12T03,3280
2023-07-12T02,3616
2023-07-12T01,3740
2023-07-12T00,3982
2023-07-11T23,4448
2023-07-11T22,4155
2023-07-11T21,4020
2023-07-11T20,3748
2023-07-11T19,3617
2023-07-11T18,3588
2023-07-11T17,3552
2023-07-11T16,3367
2023-07-11T15,3241
2023-07-11T14,3046
2023-07-11T13,3096
2023-07-11T12,3005
2023-07-11T11,2548
2023-07-11T10,2421
2023-07-11T09,2382
2023-07-11T08,2212
2023-07-11T07,2259
2023-07-11T06,2303
2023-07-11T05,2219
2023-07-11T04,2311
2023-07-11T03,2803
2023-07-11T02,3096
2023-07-11T01,3417
2023-07-11T00,3553
2023-07-10T23,3731
2023-07-10T22,3810
2023-07-10T21,3676
2023-07-10T20,3464
2023-07-10T19,3388
2023-07-10T18,3405
2023-07-10T17,3466
2023-07-10T16,3301
2023-07-10T15,3287
2023-07-10T14,3042
2023-07-10T13,3228
2023-07-10T12,2701
2023-07-10T11,2162
2023-07-10T10,2031
2023-07-10T09,1952
2023-07-10T08,1927
2023-07-10T07,1996
2023-07-10T06,2004
2023-07-10T05,2050
2023-07-10T04,2210
2023-07-10T03,2656
2023-07-10T02,2813
2023-07-10T01,2848
2023-07-10T00,2781
2023-07-09T23,2782
2023-07-09T22,2852
2023-07-09T21,2883
2023-07-09T20,2908
2023-07-09T19,2978
2023-07-09T18,3045
2023-07-09T17,2963
2023-07-09T16,2925
2023-07-09T15,2918
2023-07-09T14,2759
2023-07-09T13,2697
2023-07-09T12,2582
2023-07-09T11,2032
2023-07-09T10,2019
2023-07-09T09,1984
2023-07-09T08,2072
2023-07-09T07,2075
2023-07-09T06,2077
2023-07-09T05,2140
2023-07-09T04,2303
2023-07-09T03,2784
2023-07-09T02,2909
2023-07-09T01,3173
2023-07-09T00,3133
2023-07-08T23,3155
2023-07-08T22,3100
2023-07-08T21,3209
2023-07-08T20,3265
2023-07-08T19,3273
2023-07-08T18,3248
2023-07-08T17,3129
2023-07-08T16,3265
2023-07-08T15,3211
2023-07-08T14,3014
2023-07-08T13,2752
2023-07-08T12,2369
2023-07-08T11,2035
2023-07-08T10,1964
2023-07-08T09,1953
2023-07-08T08,1957
2023-07-08T07,1727
2023-07-08T06,1810
2023-07-08T05,1848
2023-07-08T04,2349
2023-07-08T03,2764
2023-07-08T02,3140
2023-07-08T01,3664
2023-07-08T00,4003
2023-07-07T23,4386
2023-07-07T22,4347
2023-07-07T21,4463
2023-07-07T20,4407
2023-07-07T19,4345
2023-07-07T18,4032
2023-07-07T17,3774
2023-07-07T16,3733
2023-07-07T15,3697
2023-07-07T14,3522
2023-07-07T13,3181
2023-07-07T12,2993
2023-07-07T11,2373
2023-07-07T10,2137
2023-07-07T09,2038
2023-07-07T08,2071
2023-07-07T07,2149
2023-07-07T06,2266
2023-07-07T05,2218
2023-07-07T04,2430
2023-07-07T03,3219
2023-07-07T02,3814
2023-07-07T01,4034
2023-07-07T00,4705
2023-07-06T23,4960
2023-07-06T22,5004
2023-07-06T21,4830
2023-07-06T20,4769
2023-07-06T19,4678
2023-07-06T18,4618
2023-07-06T17,4062
2023-07-06T16,3857
2023-07-06T15,3999
2023-07-06T14,3827
2023-07-06T13,3691
2023-07-06T12,3352
2023-07-06T11,2607
2023-07-06T10,2342
2023-07-06T09,2158
2023-07-06T08,2135
2023-07-06T07,2214
2023-07-06T06,2247
2023-07-06T05,2341
2023-07-06T04,2754
2023-07-06T03,3877
2023-07-06T02,4702
2023-07-06T01,4668
2023-07-06T00,4915
2023-07-05T23,4973
2023-07-05T22,4906
2023-07-05T21,4977
2023-07-05T20,5031
2023-07-05T19,5051
2023-07-05T18,4686
2023-07-05T17,4027
2023-07-05T16,3809
2023-07-05T15,3757
2023-07-05T14,3670
2023-07-05T13,3539
2023-07-05T12,2953
2023-07-05T11,2316
2023-07-05T10,2317
2023-07-05T09,2252
2023-07-05T08,2219
2023-07-05T07,2062
2023-07-05T06,2089
2023-07-05T05,2127
2023-07-05T04,2353
2023-07-05T03,2942
2023-07-05T02,3371
2023-07-05T01,3417
2023-07-05T00,3593
2023-07-04T23,3904
2023-07-04T22,3900
2023-07-04T21,3743
2023-07-04T20,3625
2023-07-04T19,3495
2023-07-04T18,3460
2023-07-04T17,3342
2023-07-04T16,3423
2023-07-04T15,3289
2023-07-04T14,3110
2023-07-04T13,2907
2023-07-04T12,2770
2023-07-04T11,2264
2023-07-04T10,2077
2023-07-04T09,2025
2023-07-04T08,2012
