period,value
2024-07-26T20,3511
2024-07-26T19,3449
2024-07-26T18,3438
2024-07-26T17,3414
2024-07-26T16,3393
2024-07-26T15,3308
2024-07-26T14,3134
2024-07-26T13,2939
2024-07-26T12,2806
2024-07-26T11,2530
2024-07-26T10,2519
2024-07-26T09,2514
2024-07-26T08,2536
2024-07-26T07,2559
2024-07-26T06,2610
2024-07-26T05,2516
2024-07-26T04,2543
2024-07-26T03,3237
2024-07-26T02,3302
2024-07-26T01,3339
2024-07-26T00,3474
2024-07-25T23,3350
2024-07-25T22,3386
2024-07-25T21,3425
2024-07-25T20,3546
2024-07-25T19,3536
2024-07-25T18,3559
2024-07-25T17,3548
2024-07-25T16,3552
2024-07-25T15,3475
2024-07-25T14,3363
2024-07-25T13,3370
2024-07-25T12,3061
2024-07-25T11,2674
2024-07-25T10,2563
2024-07-25T09,2617
2024-07-25T08,2632
2024-07-25T07,2634
2024-07-25T06,2564
2024-07-25T05,2610
2024-07-25T04,2515
2024-07-25T03,3176
2024-07-25T02,3220
2024-07-25T01,3320
2024-07-25T00,3506
2024-07-24T23,3611
2024-07-24T22,3689
2024-07-24T21,3497
2024-07-24T20,3584
2024-07-24T19,3438
2024-07-24T18,3404
2024-07-24T17,3268
2024-07-24T16,3171
2024-07-24T15,3072
2024-07-24T14,3098
2024-07-24T13,3124
2024-07-24T12,2967
2024-07-24T11,2456
2024-07-24T10,2553
2024-07-24T09,2455
2024-07-24T08,2481
2024-07-24T07,2495
2024-07-24T06,2583
2024-07-24T05,2570
2024-07-24T04,2502
2024-07-24T03,2913
2024-07-24T02,3032
2024-07-24T01,3256
2024-07-24T00,3452
2024-07-23T23,3664
2024-07-23T22,3710
2024-07-23T21,3708
2024-07-23T20,3478
2024-07-23T19,3371
2024-07-23T18,3401
2024-07-23T17,3331
2024-07-23T16,3405
2024-07-23T15,3198
2024-07-23T14,3146
2024-07-23T13,2987
2024-07-23T12,3003
2024-07-23T11,2873
2024-07-23T10,2517
2024-07-23T09,2404
2024-07-23T08,2450
2024-07-23T07,2484
2024-07-23T06,2515
2024-07-23T05,2532
2024-07-23T04,2440
2024-07-23T03,2871
2024-07-23T02,3439
2024-07-23T01,3576
2024-07-23T00,3902
2024-07-22T23,3913
2024-07-22T22,3829
2024-07-22T21,3802
2024-07-22T20,3942
2024-07-22T19,3589
2024-07-22T18,3672
2024-07-22T17,3393
2024-07-22T16,3344
2024-07-22T15,3250
2024-07-22T14,3113
2024-07-22T13,3100
2024-07-22T12,3097
2024-07-22T11,2927
2024-07-22T10,2723
2024-07-22T09,2331
2024-07-22T08,2328
2024-07-22T07,2410
2024-07-22T06,2420
2024-07-22T05,2396
2024-07-22T04,2729
2024-07-22T03,3150
2024-07-22T02,3698
2024-07-22T01,4121
2024-07-22T00,3962
2024-07-21T23,3840
2024-07-21T22,3723
2024-07-21T21,3807
2024-07-21T20,3470
2024-07-21T19,3374
2024-07-21T18,3345
2024-07-21T17,3176
2024-07-21T16,3090
2024-07-21T15,3032
2024-07-21T14,2981
2024-07-21T13,2912
2024-07-21T12,2899
2024-07-21T11,2618
2024-07-21T10,2692
2024-07-21T09,2722
2024-07-21T08,2788
2024-07-21T07,2767
2024-07-21T06,2801
2024-07-21T05,2806
2024-07-21T04,2764
2024-07-21T03,3129
2024-07-21T02,3336
2024-07-21T01,3447
2024-07-21T00,3421
2024-07-20T23,3417
2024-07-20T22,3441
2024-07-20T21,3220
2024-07-20T20,2911
2024-07-20T19,2836
2024-07-20T18,2892
2024-07-20T17,2905
2024-07-20T16,2813
2024-07-20T15,2763
2024-07-20T14,2786
2024-07-20T13,2632
2024-07-20T12,2613
2024-07-20T11,2424
2024-07-20T10,2496
2024-07-20T09,2513
2024-07-20T08,2694
2024-07-20T07,2608
2024-07-20T06,2622
2024-07-20T05,2712
2024-07-20T04,2572
2024-07-20T03,2957
2024-07-20T02,3059
2024-07-20T01,3297
2024-07-20T00,3450
2024-07-19T23,3357
2024-07-19T22,3339
2024-07-19T21,3353
2024-07-19T20,3324
2024-07-19T19,3194
2024-07-19T18,3131
2024-07-19T17,3125
2024-07-19T16,3102
2024-07-19T15,3093
2024-07-19T14,3005
2024-07-19T13,3044
2024-07-19T12,2990
2024-07-19T11,2459
2024-07-19T10,2605
2024-07-19T09,2554
2024-07-19T08,2599
2024-07-19T07,2654
2024-07-19T06,2664
2024-07-19T05,2702
2024-07-19T04,2731
2024-07-19T03,3065
2024-07-19T02,3578
2024-07-19T01,3612
2024-07-19T00,3698
2024-07-18T23,4001
2024-07-18T22,4286
2024-07-18T21,4183
2024-07-18T20,3751
2024-07-18T19,3834
2024-07-18T18,3848
2024-07-18T17,3628
2024-07-18T16,3525
2024-07-18T15,3490
2024-07-18T14,3483
2024-07-18T13,3539
2024-07-18T12,3179
2024-07-18T11,2935
2024-07-18T10,2855
2024-07-18T09,2826
2024-07-18T08,2861
2024-07-18T07,2827
2024-07-18T06,2996
2024-07-18T05,3009
2024-07-18T04,2911
2024-07-18T03,3237
2024-07-18T02,3420
2024-07-18T01,3522
2024-07-18T00,3907
2024-07-17T23,4072
2024-07-17T22,4106
2024-07-17T21,3919
2024-07-17T20,3918
2024-07-17T19,4155
2024-07-17T18,4061
2024-07-17T17,3833
2024-07-17T16,3802
2024-07-17T15,3667
2024-07-17T14,3190
2024-07-17T13,3078
2024-07-17T12,2948
2024-07-17T11,2863
2024-07-17T10,2779
2024-07-17T09,2722
2024-07-17T08,2730
2024-07-17T07,2697
2024-07-17T06,2649
2024-07-17T05,2414
2024-07-17T04,2820
2024-07-17T03,2953
2024-07-17T02,3314
2024-07-17T01,3607
2024-07-17T00,3542
2024-07-16T23,3864
2024-07-16T22,3934
2024-07-16T21,4092
2024-07-16T20,3837
2024-07-16T19,3885
2024-07-16T18,3500
2024-07-16T17,3281
2024-07-16T16,3271
2024-07-16T15,3332
2024-07-16T14,3263
2024-07-16T13,3276
2024-07-16T12,2868
2024-07-16T11,2768
2024-07-16T10,2769
2024-07-16T09,2719
2024-07-16T08,2720
2024-07-16T07,2806
2024-07-16T06,2905
2024-07-16T05,2935
2024-07-16T04,3320
2024-07-16T03,3176
2024-07-16T02,3035
2024-07-16T01,3371
2024-07-16T00,3806
2024-07-15T23,4169
2024-07-15T22,4095
2024-07-15T21,4173
2024-07-15T20,4146
2024-07-15T19,4248
2024-07-15T18,4016
2024-07-15T17,3339
2024-07-15T16,3199
2024-07-15T15,3133
2024-07-15T14,3106
2024-07-15T13,2954
2024-07-15T12,3125
2024-07-15T11,3075
2024-07-15T10,3096
2024-07-15T09,3018
2024-07-15T08,3090
2024-07-15T07,3072
2024-07-15T06,3123
2024-07-15T05,3163
2024-07-15T04,3168
2024-07-15T03,3337
2024-07-15T02,3359
2024-07-15T01,3179
2024-07-15T00,3685
2024-07-14T23,3432
2024-07-14T22,3592
2024-07-14T21,3178
2024-07-14T20,3197
2024-07-14T19,3195
2024-07-14T18,3098
2024-07-14T17,3083
2024-07-14T16,3087
2024-07-14T15,2989
2024-07-14T14,2872
2024-07-14T13,2717
2024-07-14T12,2595
2024-07-14T11,2305
2024-07-14T10,2295
2024-07-14T09,2341
2024-07-14T08,2306
2024-07-14T07,2403
2024-07-14T06,2515
2024-07-14T05,2516
2024-07-14T04,2607
2024-07-14T03,3128
2024-07-14T02,3228
2024-07-14T01,3286
2024-07-14T00,3511
2024-07-13T23,3725
2024-07-13T22,3926
2024-07-13T21,3705
2024-07-13T20,3320
2024-07-13T19,3309
2024-07-13T18,3271
2024-07-13T17,3301
2024-07-13T16,3289
2024-07-13T15,3159
2024-07-13T14,2867
2024-07-13T13,2819
2024-07-13T12,2674
2024-07-13T11,2332
2024-07-13T10,2200
2024-07-13T09,2214
2024-07-13T08,2258
2024-07-13T07,2301
2024-07-13T06,2381
2024-07-13T05,2395
2024-07-13T04,2509
2024-07-13T03,3111
2024-07-13T02,3386
2024-07-13T01,3527
2024-07-13T00,3805
2024-07-12T23,4114
2024-07-12T22,4105
2024-07-12T21,3816
2024-07-12T20,3561
2024-07-12T19,3519
2024-07-12T18,3337
2024-07-12T17,3281
2024-07-12T16,3120
2024-07-12T15,3076
2024-07-12T14,2937
2024-07-12T13,2997
2024-07-12T12,2922
2024-07-12T11,2433
2024-07-12T10,2285
2024-07-12T09,2318
2024-07-12T08,2372
2024-07-12T07,2369
2024-07-12T06,2387
2024-07-12T05,2403
2024-07-12T04,2522
2024-07-12T03,2905
2024-07-12T02,3217
2024-07-12T01,3760
2024-07-12T00,4302
2024-07-11T23,4476
2024-07-11T22,4369
2024-07-11T21,4141
2024-07-11T20,3684
2024-07-11T19,3412
2024-07-11T18,3360
2024-07-11T17,3164
2024-07-11T16,3124
2024-07-11T15,3136
2024-07-11T14,3113
2024-07-11T13,3131
2024-07-11T12,2947
2024-07-11T11,2276
2024-07-11T10,2202
2024-07-11T09,2194
2024-07-11T08,2232
2024-07-11T07,2238
2024-07-11T06,2284
2024-07-11T05,2311
2024-07-11T04,2416
2024-07-11T03,2962
2024-07-11T02,3282
2024-07-11T01,3583
2024-07-11T00,4034
2024-07-10T23,4308
2024-07-10T22,4767
2024-07-10T21,4454
2024-07-10T20,4214
2024-07-10T19,4142
2024-07-10T18,3992
2024-07-10T17,3597
2024-07-10T16,3483
2024-07-10T15,3307
2024-07-10T14,2972
2024-07-10T13,2979
2024-07-10T12,2803
2024-07-10T11,2219
2024-07-10T10,2212
2024-07-10T09,2150
2024-07-10T08,2133
2024-07-10T07,2154
2024-07-10T06,2237
2024-07-10T05,2450
2024-07-10T04,2469
2024-07-10T03,3066
2024-07-10T02,3479
2024-07-10T01,3717
2024-07-10T00,4253
2024-07-09T23,4561
2024-07-09T22,4671
2024-07-09T21,4425
2024-07-09T20,4059
2024-07-09T19,3496
2024-07-09T18,3532
2024-07-09T17,3471
2024-07-09T16,3315
2024-07-09T15,2897
2024-07-09T14,2930
2024-07-09T13,2937
2024-07-09T12,2746
2024-07-09T11,2031
2024-07-09T10,2014
2024-07-09T09,2040
2024-07-09T08,2131
2024-07-09T07,2091
2024-07-09T06,2146
2024-07-09T05,2219
2024-07-09T04,2642
2024-07-09T03,3267
2024-07-09T02,3753
2024-07-09T01,4142
2024-07-09T00,4403
2024-07-08T23,4591
2024-07-08T22,4911
2024-07-08T21,5009
2024-07-08T20,4892
2024-07-08T19,4184
2024-07-08T18,3690
2024-07-08T17,3238
2024-07-08T16,3083
2024-07-08T15,3039
2024-07-08T14,2935
2024-07-08T13,3071
2024-07-08T12,3060
2024-07-08T11,2494
2024-07-08T10,2179
2024-07-08T09,2078
2024-07-08T08,2060
2024-07-08T07,2059
2024-07-08T06,2159
2024-07-08T05,2190
2024-07-08T04,2457
2024-07-08T03,3114
2024-07-08T02,3860
2024-07-08T01,4225
2024-07-08T00,4646
2024-07-07T23,5013
2024-07-07T22,4616
2024-07-07T21,3611
2024-07-07T20,3335
2024-07-07T19,3218
2024-07-07T18,3117
2024-07-07T17,3106
2024-07-07T16,3043
2024-07-07T15,3065
2024-07-07T14,2952
2024-07-07T13,2937
2024-07-07T12,2828
2024-07-07T11,2261
2024-07-07T10,2083
2024-07-07T09,2085
2024-07-07T08,2165
2024-07-07T07,2143
2024-07-07T06,2285
2024-07-07T05,2272
2024-07-07T04,2495
2024-07-07T03,3005
2024-07-07T02,3440
2024-07-07T01,4062
2024-07-07T00,4558
2024-07-06T23,4486
2024-07-06T22,4211
2024-07-06T21,3694
2024-07-06T20,3707
2024-07-06T19,3555
2024-07-06T18,3506
2024-07-06T17,3447
2024-07-06T16,3384
2024-07-06T15,3341
2024-07-06T14,3183
2024-07-06T13,2977
2024-07-06T12,2936
2024-07-06T11,2324
2024-07-06T10,2205
2024-07-06T09,2235
2024-07-06T08,2159
2024-07-06T07,2186
2024-07-06T06,2265
2024-07-06T05,2370
2024-07-06T04,2568
2024-07-06T03,3198
2024-07-06T02,3514
2024-07-06T01,3692
2024-07-06T00,4223
2024-07-05T23,4788
2024-07-05T22,4877
2024-07-05T21,4832
2024-07-05T20,4428
2024-07-05T19,3769
2024-07-05T18,3618
2024-07-05T17,3602
2024-07-05T16,3529
2024-07-05T15,3510
2024-07-05T14,3502
2024-07-05T13,3377
2024-07-05T12,3080
2024-07-05T11,2466
2024-07-05T10,2421
2024-07-05T09,2382
2024-07-05T08,2408
2024-07-05T07,2495
2024-07-05T06,2529
2024-07-05T05,2627
2024-07-05T04,2864
2024-07-05T03,3507
2024-07-05T02,3575
2024-07-05T01,3731
2024-07-05T00,3822
2024-07-04T23,4059
2024-07-04T22,4312
2024-07-04T21,4304
2024-07-04T20,3989
2024-07-04T19,3990
2024-07-04T18,3926
2024-07-04T17,3621
2024-07-04T16,3465
2024-07-04T15,3413
2024-07-04T14,3385
2024-07-04T13,3284
2024-07-04T12,3139
2024-07-04T11,2674
2024-07-04T10,2578
2024-07-04T09,2459
2024-07-04T08,2445
2024-07-04T07,2535
2024-07-04T06,2690
2024-07-04T05,2696
2024-07-04T04,3206
2024-07-04T03,3319
2024-07-04T02,3470
2024-07-04T01,3866
2024-07-04T00,4068
2024-07-03T23,4252
2024-07-03T22,4209
2024-07-03T21,4041
2024-07-03T20,3909
2024-07-03T19,3781
2024-07-03T18,3624
2024-07-03T17,3437
2024-07-03T16,3482
2024-07-03T15,3397
2024-07-03T14,3242
2024-07-03T13,3193
2024-07-03T12,2987
2024-07-03T11,2725
2024-07-03T10,2497
2024-07-03T09,2432
2024-07-03T08,2461
2024-07-03T07,2513
2024-07-03T06,2548
2024-07-03T05,2544
2024-07-03T04,2754
2024-07-03T03,3274
2024-07-03T02,3708
2024-07-03T01,3821
2024-07-03T00,3884
2024-07-02T23,3913
2024-07-02T22,3962
2024-07-02T21,3930
2024-07-02T20,3875
2024-07-02T19,3821
2024-07-02T18,3721
2024-07-02T17,3642
2024-07-02T16,3428
2024-07-02T15,3449
2024-07-02T14,3387
2024-07-02T13,3366
2024-07-02T12,3025
2024-07-02T11,2784
2024-07-02T10,2514
2024-07-02T09,2496
2024-07-02T08,2527
2024-07-02T07,2583
2024-07-02T06,2733
2024-07-02T05,2721
2024-07-02T04,2572
2024-07-02T03,2957
2024-07-02T02,3641
2024-07-02T01,3525
2024-07-02T00,3513
2024-07-01T23,3452
2024-07-01T22,3574
2024-07-01T21,3552
2024-07-01T20,3435
2024-07-01T19,3525
2024-07-01T18,3474
2024-07-01T17,3408
2024-07-01T16,3364
2024-07-01T15,3365
2024-07-01T14,3189
2024-07-01T13,3189
2024-07-01T12,3004
2024-07-01T11,2661
2024-07-01T10,2612
2024-07-01T09,2584
2024-07-01T08,2591
2024-07-01T07,2607
2024-07-01T06,2664
2024-07-01T05,2758
2024-07-01T04,2763
2024-07-01T03,3008
2024-07-01T02,3111
2024-07-01T01,3163
2024-07-01T00,3106
2024-06-30T23,2960
2024-06-30T22,2737
2024-06-30T21,2670
2024-06-30T20,2875
2024-06-30T19,3120
2024-06-30T18,3275
2024-06-30T17,3539
2024-06-30T16,3467
2024-06-30T15,3283
2024-06-30T14,3213
2024-06-30T13,3105
2024-06-30T12,2882
2024-06-30T11,2316
2024-06-30T10,2344
2024-06-30T09,2340
2024-06-30T08,2295
2024-06-30T07,2368
2024-06-30T06,2421
2024-06-30T05,2428
2024-06-30T04,2735
2024-06-30T03,2898
2024-06-30T02,3272
2024-06-30T01,3453
2024-06-30T00,3543
2024-06-29T23,3371
2024-06-29T22,3261
2024-06-29T21,3261
2024-06-29T20,3108
2024-06-29T19,3119
2024-06-29T18,3016
2024-06-29T17,3197
2024-06-29T16,3274
2024-06-29T15,3291
2024-06-29T14,3164
2024-06-29T13,3002
2024-06-29T12,2830
2024-06-29T11,2174
2024-06-29T10,1937
2024-06-29T09,2226
2024-06-29T08,2238
2024-06-29T07,2209
2024-06-29T06,2233
2024-06-29T05,2258
2024-06-29T04,2490
2024-06-29T03,2801
2024-06-29T02,3340
2024-06-29T01,3797
2024-06-29T00,3800
2024-06-28T23,3779
2024-06-28T22,3634
2024-06-28T21,3491
2024-06-28T20,3362
2024-06-28T19,3343
2024-06-28T18,3140
2024-06-28T17,3067
2024-06-28T16,3097
2024-06-28T15,3119
2024-06-28T14,3116
2024-06-28T13,3014
2024-06-28T12,2925
2024-06-28T11,2431
2024-06-28T10,2499
2024-06-28T09,2510
2024-06-28T08,2527
2024-06-28T07,2602
2024-06-28T06,2737
2024-06-28T05,2630
2024-06-28T04,2335
2024-06-28T03,2797
2024-06-28T02,3355
2024-06-28T01,3559
2024-06-28T00,3486
2024-06-27T23,3528
2024-06-27T22,3493
2024-06-27T21,3618
2024-06-27T20,3422
2024-06-27T19,3599
2024-06-27T18,3445
2024-06-27T17,3338
2024-06-27T16,3326
2024-06-27T15,3388
2024-06-27T14,3383
2024-06-27T13,3362
2024-06-27T12,3065
2024-06-27T11,2448
2024-06-27T10,2546
2024-06-27T09,2510
2024-06-27T08,2514
2024-06-27T07,2522
2024-06-27T06,2508
2024-06-27T05,2528
2024-06-27T04,2491
2024-06-27T03,2945
2024-06-27T02,3372
2024-06-27T01,3765
2024-06-27T00,4003
2024-06-26T23,4367
2024-06-26T22,4562
2024-06-26T21,4455
2024-06-26T20,4292
2024-06-26T19,4241
2024-06-26T18,3990
2024-06-26T17,3786
2024-06-26T16,3674
2024-06-26T15,3643
2024-06-26T14,3458
2024-06-26T13,3479
2024-06-26T12,3160
2024-06-26T11,2575
2024-06-26T10,2348
2024-06-26T09,2133
2024-06-26T08,2130
2024-06-26T07,2157
2024-06-26T06,2219
2024-06-26T05,2250
2024-06-26T04,2901
2024-06-26T03,3359
2024-06-26T02,3616
2024-06-26T01,3352
2024-06-26T00,3631
2024-06-25T23,3614
2024-06-25T22,3737
2024-06-25T21,3657
2024-06-25T20,3480
2024-06-25T19,3495
2024-06-25T18,3348
2024-06-25T17,3338
2024-06-25T16,3331
2024-06-25T15,3251
2024-06-25T14,3125
2024-06-25T13,3196
2024-06-25T12,2921
2024-06-25T11,2580
2024-06-25T10,2184
2024-06-25T09,2160
2024-06-25T08,2152
2024-06-25T07,2116
2024-06-25T06,2268
2024-06-25T05,2328
2024-06-25T04,2653
2024-06-25T03,2976
2024-06-25T02,3103
2024-06-25T01,3168
2024-06-25T00,3428
2024-06-24T23,4081
2024-06-24T22,4111
2024-06-24T21,4116
2024-06-24T20,4126
2024-06-24T19,3549
2024-06-24T18,3185
2024-06-24T17,3158
2024-06-24T16,3121
2024-06-24T15,3119
2024-06-24T14,2950
2024-06-24T13,2962
2024-06-24T12,3042
2024-06-24T11,3001
2024-06-24T10,2437
2024-06-24T09,2237
2024-06-24T08,2283
2024-06-24T07,2398
2024-06-24T06,2455
2024-06-24T05,2494
2024-06-24T04,3173
2024-06-24T03,3228
2024-06-24T02,2968
2024-06-24T01,3218
2024-06-24T00,3246
2024-06-23T23,3445
2024-06-23T22,3324
2024-06-23T21,3147
2024-06-23T20,3019
2024-06-23T19,3078
2024-06-23T18,3254
2024-06-23T17,3042
2024-06-23T16,3005
2024-06-23T15,2985
2024-06-23T14,2929
2024-06-23T13,2412
2024-06-23T12,2245
2024-06-23T11,2286
2024-06-23T10,2288
2024-06-23T09,2345
2024-06-23T08,2299
2024-06-23T07,2392
2024-06-23T06,2428
2024-06-23T05,2438
2024-06-23T04,2439
2024-06-23T03,2611
2024-06-23T02,2949
2024-06-23T01,3056
2024-06-23T00,3023
2024-06-22T23,3243
2024-06-22T22,3285
2024-06-22T21,3248
2024-06-22T20,3262
2024-06-22T19,3226
2024-06-22T18,3414
2024-06-22T17,3391
2024-06-22T16,3149
2024-06-22T15,3035
2024-06-22T14,3082
2024-06-22T13,2948
2024-06-22T12,2890
2024-06-22T11,2425
2024-06-22T10,2261
2024-06-22T09,2333
2024-06-22T08,2368
2024-06-22T07,2432
2024-06-22T06,2513
2024-06-22T05,2471
2024-06-22T04,2322
2024-06-22T03,2759
2024-06-22T02,2988
2024-06-22T01,2990
2024-06-22T00,3430
2024-06-21T23,3741
2024-06-21T22,4065
2024-06-21T21,3944
2024-06-21T20,3846
2024-06-21T19,3663
2024-06-21T18,3455
2024-06-21T17,3270
2024-06-21T16,3244
2024-06-21T15,3155
2024-06-21T14,2947
2024-06-21T13,2880
2024-06-21T12,2744
2024-06-21T11,2444
2024-06-21T10,2119
2024-06-21T09,1889
2024-06-21T08,1910
2024-06-21T07,1973
2024-06-21T06,2154
2024-06-21T05,2117
2024-06-21T04,2178
2024-06-21T03,2715
2024-06-21T02,3506
2024-06-21T01,3608
2024-06-21T00,4027
2024-06-20T23,4381
2024-06-20T22,4355
2024-06-20T21,4147
2024-06-20T20,3656
2024-06-20T19,3550
2024-06-20T18,3307
2024-06-20T17,3226
2024-06-20T16,3336
2024-06-20T15,3062
2024-06-20T14,2889
2024-06-20T13,2651
2024-06-20T12,2592
2024-06-20T11,2144
2024-06-20T10,1993
2024-06-20T09,1920
2024-06-20T08,1947
2024-06-20T07,1893
2024-06-20T06,2052
2024-06-20T05,2100
2024-06-20T04,2114
2024-06-20T03,2603
2024-06-20T02,3163
2024-06-20T01,3694
2024-06-20T00,4155
2024-06-19T23,4136
2024-06-19T22,4189
2024-06-19T21,3911
2024-06-19T20,3599
2024-06-19T19,3496
2024-06-19T18,3290
2024-06-19T17,3047
2024-06-19T16,3033
2024-06-19T15,3019
2024-06-19T14,2903
2024-06-19T13,2830
2024-06-19T12,2651
2024-06-19T11,1982
2024-06-19T10,1866
2024-06-19T09,1816
2024-06-19T08,1802
2024-06-19T07,1915
2024-06-19T06,1969
2024-06-19T05,2078
2024-06-19T04,2421
2024-06-19T03,3021
2024-06-19T02,3581
2024-06-19T01,4060
2024-06-19T00,4385
2024-06-18T23,4957
2024-06-18T22,4931
2024-06-18T21,4670
2024-06-18T20,4569
2024-06-18T19,3999
2024-06-18T18,3460
2024-06-18T17,3340
2024-06-18T16,3258
2024-06-18T15,3144
2024-06-18T14,3018
2024-06-18T13,2803
2024-06-18T12,2744
2024-06-18T11,2252
2024-06-18T10,2002
2024-06-18T09,1941
2024-06-18T08,2007
2024-06-18T07,1977
2024-06-18T06,2040
2024-06-18T05,2151
2024-06-18T04,2369
2024-06-18T03,2929
2024-06-18T02,3607
2024-06-18T01,3920
2024-06-18T00,4007
2024-06-17T23,3938
2024-06-17T22,3999
2024-06-17T21,3928
2024-06-17T20,3550
2024-06-17T19,3437
2024-06-17T18,3446
2024-06-17T17,3478
2024-06-17T16,3274
2024-06-17T15,3082
2024-06-17T14,2863
2024-06-17T13,2944
2024-06-17T12,2835
2024-06-17T11,2535
2024-06-17T10,1821
2024-06-17T09,1511
2024-06-17T08,1752
2024-06-17T07,1584
2024-06-17T06,1686
2024-06-17T05,2021
2024-06-17T04,2254
2024-06-17T03,2601
2024-06-17T02,2938
2024-06-17T01,3039
2024-06-17T00,3118
2024-06-16T23,3090
2024-06-16T22,3155
2024-06-16T21,3079
2024-06-16T20,3078
2024-06-16T19,3069
2024-06-16T18,3063
2024-06-16T17,2974
2024-06-16T16,2719
2024-06-16T15,2712
2024-06-16T14,2549
2024-06-16T13,2481
2024-06-16T12,2337
2024-06-16T11,2037
2024-06-16T10,1987
2024-06-16T09,1967
2024-06-16T08,2011
2024-06-16T07,2062
2024-06-16T06,2119
2024-06-16T05,2184
2024-06-16T04,2622
2024-06-16T03,2788
2024-06-16T02,3108
2024-06-16T01,3036
2024-06-16T00,3122
2024-06-15T23,3129
2024-06-15T22,3012
2024-06-15T21,2926
2024-06-15T20,2928
2024-06-15T19,2936
2024-06-15T18,2917
2024-06-15T17,2938
2024-06-15T16,2876
2024-06-15T15,2867
2024-06-15T14,2731
2024-06-15T13,2667
2024-06-15T12,2641
2024-06-15T11,2200
2024-06-15T10,2095
2024-06-15T09,2135
2024-06-15T08,2155
2024-06-15T07,2116
2024-06-15T06,2183
2024-06-15T05,2297
2024-06-15T04,2472
2024-06-15T03,2943
2024-06-15T02,3408
2024-06-15T01,3545
2024-06-15T00,3536
2024-06-14T23,3677
2024-06-14T22,3881
2024-06-14T21,3792
2024-06-14T20,3697
2024-06-14T19,3693
2024-06-14T18,3716
2024-06-14T17,3650
2024-06-14T16,3802
2024-06-14T15,3642
2024-06-14T14,3507
2024-06-14T13,3473
2024-06-14T12,3017
2024-06-14T11,2558
2024-06-14T10,2237
2024-06-14T09,2179
2024-06-14T08,2232
2024-06-14T07,2294
2024-06-14T06,2285
2024-06-14T05,2477
2024-06-14T04,2486
2024-06-14T03,2886
2024-06-14T02,3678
2024-06-14T01,3905
2024-06-14T00,4045
2024-06-13T23,4014
2024-06-13T22,3990
2024-06-13T21,3758
2024-06-13T20,3712
2024-06-13T19,3730
2024-06-13T18,3606
2024-06-13T17,3549
2024-06-13T16,3540
2024-06-13T15,3496
2024-06-13T14,3340
2024-06-13T13,3417
2024-06-13T12,3002
2024-06-13T11,2699
2024-06-13T10,2101
2024-06-13T09,2099
2024-06-13T08,2103
2024-06-13T07,2241
2024-06-13T06,2584
2024-06-13T05,2614
2024-06-13T04,2622
2024-06-13T03,2898
2024-06-13T02,3461
2024-06-13T01,3501
2024-06-13T00,3502
2024-06-12T23,3413
2024-06-12T22,3350
2024-06-12T21,3169
2024-06-12T20,3101
2024-06-12T19,2999
2024-06-12T18,2984
2024-06-12T17,2985
2024-06-12T16,3084
2024-06-12T15,3181
2024-06-12T14,2998
2024-06-12T13,2989
2024-06-12T12,3073
2024-06-12T11,2746
2024-06-12T10,2514
2024-06-12T09,2386
2024-06-12T08,2376
2024-06-12T07,2375
2024-06-12T06,2535
2024-06-12T05,2671
2024-06-12T04,2819
2024-06-12T03,3094
2024-06-12T02,3517
2024-06-12T01,3590
2024-06-12T00,3637
2024-06-11T23,3434
2024-06-11T22,3507
2024-06-11T21,3457
2024-06-11T20,3341
2024-06-11T19,3293
2024-06-11T18,3331
2024-06-11T17,3444
2024-06-11T16,3235
2024-06-11T15,3237
2024-06-11T14,3259
2024-06-11T13,2855
2024-06-11T12,2736
2024-06-11T11,2733
2024-06-11T10,2683
2024-06-11T09,2501
2024-06-11T08,2234
2024-06-11T07,2170
2024-06-11T06,2565
2024-06-11T05,2360
2024-06-11T04,2596
2024-06-11T03,2962
2024-06-11T02,3429
2024-06-11T01,3455
2024-06-11T00,3523
2024-06-10T23,3478
2024-06-10T22,3451
2024-06-10T21,3220
2024-06-10T20,3228
2024-06-10T19,3276
2024-06-10T18,3261
2024-06-10T17,3226
2024-06-10T16,3171
2024-06-10T15,3082
2024-06-10T14,2866
2024-06-10T13,2718
2024-06-10T12,2641
2024-06-10T11,2625
2024-06-10T10,2446
2024-06-10T09,2320
2024-06-10T08,2229
2024-06-10T07,2277
2024-06-10T06,2308
2024-06-10T05,2311
2024-06-10T04,2369
2024-06-10T03,2694
2024-06-10T02,3114
2024-06-10T01,3077
2024-06-10T00,3283
2024-06-09T23,3188
2024-06-09T22,3126
2024-06-09T21,3098
2024-06-09T20,2900
2024-06-09T19,2965
2024-06-09T18,2964
2024-06-09T17,3069
2024-06-09T16,3022
2024-06-09T15,2381
2024-06-09T14,2586
2024-06-09T13,2516
2024-06-09T12,2318
2024-06-09T11,2271
2024-06-09T10,2292
2024-06-09T09,2302
2024-06-09T08,2294
2024-06-09T07,2509
2024-06-09T06,2531
2024-06-09T05,2580
2024-06-09T04,2794
2024-06-09T03,2985
2024-06-09T02,3314
2024-06-09T01,3370
2024-06-09T00,3176
2024-06-08T23,3300
2024-06-08T22,3275
2024-06-08T21,3025
2024-06-08T20,2920
2024-06-08T19,2912
2024-06-08T18,2924
2024-06-08T17,2924
2024-06-08T16,2826
2024-06-08T15,2834
2024-06-08T14,2750
2024-06-08T13,2676
2024-06-08T12,2629
2024-06-08T11,2356
2024-06-08T10,2391
2024-06-08T09,2528
2024-06-08T08,2535
2024-06-08T07,2600
